,Articulo_Codigo,Articulo_Nombre,Grupo_Codigo,Grupo_Nombre,Subgrupo_Codigo,Subgrupo_Nombre
54,87801,CERVEZA MOLENBIER SIN L/33CL,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
55,44614,CERVEZA BUCKLER 00 NEGRA L/33CL,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
56,30113,CERVEZA BUCKLER 00 BLANCA L/33CL,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
57,5312,CERVEZA MAHOU SIN 6X1/4L,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
58,70964,"CERVEZA KROMBACHER 0,0% 33CL",58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
59,87886,"CERVEZA BUCKLER RADLER 0,0 LAT",58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
60,46725,CERVEZA SAN MIGUEL 00 L/33 CL,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
61,61254,CERVEZA SAN MIGUEL 00 6X1/4L,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
62,77258,CERVEZA BUCKLER 0% L/33CL,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
63,76651,CERVEZA SAN MIGUEL 00 MANZ L/33ML,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
64,79332,CERVEZA SAN MIGUEL MANZ 6X1/4L,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
65,42751,CERVEZA BUCKLER 00 6X1/4L,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
66,82430,"CERVEZA DAMM FREE 0,0% 6X1/4L",58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
67,79235,CERVEZA MAHOU LIGHT BT.1/3L,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
68,78733,CERVEZA SAN MIGUEL 00 RADLER L/33CL,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
69,4379,CERVEZA AMSTEL 0.0 6X1/4L,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
70,89282,CERVEZA AMSTEL 0.0 L/33CL,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
71,42526,CERVEZA MAHOU SIN L/33CL,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
72,63094,CERVEZA 1906 RESERVA 4X33CL,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
73,3880,CERVEZA DAMM DAURA CELIAC 33CL,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
74,75237,CERVEZA DESPERADOS L/50CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
75,17428,"CERVEZA CORONA EXTRA BT35,5CL",58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
76,38253,CERVEZA FRANZISKANER BT.50CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
77,6811,CERVEZA BUDEJOVICKI BT.33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
78,62565,CERVEZA AFFLIGEM TRIPLE BT30CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
79,65304,CERVEZA AFFLIGEM DOUBLE BT30CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
80,18182,CERVEZA AFFLIGEM BLONDE BT30CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
81,39442,CERVEZA MURPHY'S BT.33 CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
82,87709,CERVEZA LEGADO YUSTE BT.33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
83,12109,CERVEZA DESPERADOS BT.33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
84,8096,CERVEZA PAULANER TRIGO BT.50CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
85,81659,CERVEZA MAHOU NEGRA BT.33 CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
86,8743,CERVEZA A.K.DAMM BT.33 CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
87,80187,CERVEZA BUDWEISER AMERIC BT.33CL,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
88,12656,CERVEZA NEGRA MODELO BT.35CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
89,73489,CERVEZA FRANZISKANER DUNKEL BT.50CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
90,33015,CERVEZA CHIMAY ROJA BT.33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
91,73604,CERVEZA GRIMBERGEN DOB BT.33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
92,8448,CERVEZA JUDAS BT.33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
93,62564,CERVEZA LEFFE BLOND BT.33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
94,6897,CERVEZA LEFFE NEGRA BT.33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
95,70581,CERVEZA LOWEMBRAU BT.33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
96,85587,CERVEZA ALHAMBRA R.1925 4X33CL,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
97,11320,CERVEZA BECK'S S/ALCOH BT.33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
98,1768,CERVEZA WEISS DAMM BT.33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
99,1621,CERVEZA DESPERADOS BT.65CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
100,79820,CERVEZA HEINEKEN BT.65CL,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
101,12686,CERVEZA SOL BT.33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
102,62562,CERVEZA KRONENBOURG 1664 6X1/4L,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
103,87804,CERVEZA HEINEKEN 6X1/4L,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
104,40093,CERVEZA BUDWEISER AMERIC 6X1/4L,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
105,79105,CERVEZA HEINEKEN L/33CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
106,70235,CERVEZA AMSTEL RADLER L/33CL,58,CERVEZAS,3,CERVEZAS SABORES
107,42298,CERVEZA KRONENBOURG 1664 L/33CL,58,CERVEZAS,7,CERVEZAS SOFISTICADAS LATA
108,549,CERVEZA SKOL SHANDY LIMON L/33CL,58,CERVEZAS,3,CERVEZAS SABORES
109,30189,CERVEZA FRANZISKANER L/50CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
110,2941,CERVEZA GUINNESS NEGRA L/44 CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
111,85218,CERVEZA HEINEKEN LATA 12X33CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
112,97523,CERVEZA BUDWEISER AMERIC L/33 CL,58,CERVEZAS,7,CERVEZAS SOFISTICADAS LATA
113,88695,CERVEZA SHANDY LIMON L/33CL,58,CERVEZAS,3,CERVEZAS SABORES
114,65320,CERVEZA HEINEKEN L/50 CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
115,87796,CERVEZA CARLSBERG L/33CL,58,CERVEZAS,7,CERVEZAS SOFISTICADAS LATA
116,44020,CERVEZA MAHOU MIXTA L/33CL,58,CERVEZAS,3,CERVEZAS SABORES
117,6899,CERVEZA DAMM LEMON L/33CL,58,CERVEZAS,3,CERVEZAS SABORES
118,9285,CERVEZA KELER-LAGER BT.1 L,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
119,9067,CERVEZA MOLENBIER BT.1L,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
120,6817,CERVEZA SAN MIGUEL BT.1L,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
121,2326,CERVEZA CRUZCAMPO GR.RES 3/4L,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
122,46739,CERVEZA ESTRELL DAMM INEDIT3/4L,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
123,2323,CERVEZA SAN MIGUEL FRESCA BT33CL,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
124,8447,CERVEZA SAN MIGUEL LATA 28X33CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
125,60828,CERVEZA AMBAR ESP LATA 9X33CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
126,89927,CERVEZA AMBAR EXPORT L/33CL,58,CERVEZAS,7,CERVEZAS SOFISTICADAS LATA
127,30109,CERVEZA AMBAR CELIACOS BT33CL,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
128,98743,"CERVEZA AMBAR CELIAC 0,0 B33CL",58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
129,18576,CERVEZA DOUGALL'S TRES MARES33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
130,10444,CERVEZA DOUGALL'S LEYENDA BT33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
131,7668,CERVEZA DOUGALL'S 942 BT.33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
132,89607,CERVEZA DOUGALL'S RAQUERA BT33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
133,1841,CERVEZA AMSTEL ORO L/33CL,58,CERVEZAS,7,CERVEZAS SOFISTICADAS LATA
134,77229,CERVEZA COLEGIATA GOLD BT.33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
135,70231,CERVEZA COLEGIATA RESERV BT33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
136,5257,CERVEZA MORLACO REDIN TOST33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
137,75395,CERVEZA MORLACO LABRIT TRIG 33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
138,85378,CERVEZA MORLACO NAVARRERIA TOS33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
139,74137,CERVEZA MORLACO ESTAFETA NEG33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
140,39066,CERVEZA VOLL-DAMM D.MALTA BT33CL,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
141,88250,CERVEZA DAMM DAURA MÄRZEN BT33CL,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
142,70967,CERVEZA VOLL-DAMM PACK 12X1/4,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
143,79748,CERVEZA KELER LATA 12X33CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
144,3987,CERVEZA KELER L/50CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
145,65327,CERVEZA SHANDY LIM ZERO L/33CL,58,CERVEZAS,3,CERVEZAS SABORES
146,87777,CERVEZA MORLACO S.CERNIN RUB33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
147,89926,CERVEZA S.MIGUEL SABOR LAT3X33CL,58,CERVEZAS,3,CERVEZAS SABORES
148,4338,CERVEZA CRUZCAMPO G RES 6X33CL+COPA,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
149,12809,CERVEZA E.DAMM NEVERA 10X33CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
150,30000,CERVEZA BUDWEISER LATA 10X33CL,58,CERVEZAS,7,CERVEZAS SOFISTICADAS LATA
151,79288,CERVEZA SOMBRERO TEQUILA 3X33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
152,1660,CERVEZA AMSTEL FRESCA BT.33CL,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
153,77578,CERVEZA LA SALVE ORIG BT.1/3,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
154,84811,CERVEZA LA SALVE LAGER AUT 1/3,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
155,12110,CERVEZA LA SALVE MUNICH BT.1/3,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
156,18005,CERVEZA SAN MIGUEL LATA12X33CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
157,73605,CERVEZA MAHOU CLASICA L/12X33CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
158,18575,CERVEZA AMSTEL LATA 12X33CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
159,61232,CERVEZA AMSTEL L/50CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
160,30110,CERVEZA AMSTEL CLASICA L/33CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
161,1909,CERVEZA VOLL-DAMM LATA 12X33CL,58,CERVEZAS,7,CERVEZAS SOFISTICADAS LATA
162,42097,CERVEZA SAN MIGUEL PACK 4X1/3L,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
163,7538,CERVEZA AMSTEL PACK 12X1/4L,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
164,4891,CERVEZA SAN MIGUEL 00 12L/33CL,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
165,87803,CERVEZA CERIUX RUBIA ARTES 37CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
166,16118,CERVEZA CERIUX TOSTADA ARTESAN,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
167,33019,CERVEZA GUINNESS NEGRA BT.33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
168,70968,CERVEZA PAULANER 5X50CL+COPA,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
169,546,CERVEZA YUSTE 4X1/3+COPA,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
170,61231,CERVEZA PAULANER ALEMAN BT.33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
171,1932,CERVEZA VOLL-DAMM BT.66CL,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
172,85497,CERVEZA CARLSBERG LATA 12X33CL,58,CERVEZAS,7,CERVEZAS SOFISTICADAS LATA
173,77045,CERVEZA HEINEKEN BARRIL 5 L,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
174,42525,CERVEZA ESTR.GALICIA LATA 8+2,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
175,62161,CERVEZA AMSTEL BT.1L,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
176,18542,CERVEZA AMSTEL ORO BT.33CL,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
177,19044,CERVEZA HEINEKEN THESUB TORP2L,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
178,17394,CERVEZA SAN MIGUEL S/GLUT B1/3,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
179,18307,CERVEZA LA SALVE NAVIDAD 6X33,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
180,74644,CERVEZA SAN MIGUEL BLU BT1/3,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
181,62160,CERVEZA CRUZCAMPO CRUZIAL 6X1/4,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
182,85588,CERVEZA VANESS L/33CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
183,49540,CERVEZA BAVARIA L/33 CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
184,63625,CERVEZA KALIBER S/ALCOHOL6X1/4,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
185,89924,CERVEZA PHOENIX L/33CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
186,78898,CERVEZA BUCKLER S/ALCOH 6X1/4L,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
187,42297,"CERVEZA CARLSBERG, 6X1/4 NR",58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
188,32298,CERVEZA SAN MIGUEL1516 6X1/4NR,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
189,73617,"CERVEZA SPATEN MUNCHEN,BT.33CL",58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
190,37154,"CERVEZA FRANZISKANER,4 U+VASO",58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
191,74139,"CERVEZA BOCK-DAMM NEGRA,6X1/4  NR",58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
192,77337,CERVEZA E.DAMM INEDIT BT.33CL,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
193,62875,"CERVEZA HEINEKEN,12X1/4+RADIO",58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
194,85484,CERVEZA BUCKLER S/ALCOH L/33CL,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
195,3290,CERVEZA CRUZ CAMPO FUTURE 1 L,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
196,62873,"CERVEZA BUCKLER S/ALC.1/4,5+1",58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
197,63831,CERVEZA SAN MIGUEL ATHLETIC BT,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
198,548,CERVEZA HEINEKEN 6 L/+PRINGLES,58,CERVEZAS,7,CERVEZAS SOFISTICADAS LATA
199,61234,CERVEZA SAN MIGUEL 12X11 L/33CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
200,42528,CERVEZA BUCKLER 1/4 PACK 12X10,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
201,79409,CERVEZA SAN MIGUEL PACK 6LATAS,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
202,39065,CERVEZA CRUZCAMPO SHAND.LIM PET 1L,58,CERVEZAS,3,CERVEZAS SABORES
203,79527,CERVEZA CRUZCAMPO SHAND.PAS 6X1/4,58,CERVEZAS,3,CERVEZAS SABORES
204,8130,"CERVEZA S.MIGUEL TE LIM,6X1/4",58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
205,17760,"CERVEZA S.MIGUEL TE LIMON,L/33",58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
206,9117,CERVEZA CRUZCAMPO LIGHT L/33CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
207,77224,CERVEZA CRUZCAMPO LIGHT 6X1/4 L,58,CERVEZAS,3,CERVEZAS SABORES
208,79508,CERVEZA ESTRELLA-DAMM CELIACOS4X1/3,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
209,63261,CERVEZA VOLL-DAMM 55 ANIV 1/2L,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
210,10418,"CERVEZA BAVARIA 8.6 ESP,BT33CL",58,CERVEZAS,1,CERVEZAS ESTANDAR BT
211,2396,"CERVEZA BAVARIA S/ALC,6X1/4 L",58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
212,30112,"CERVEZA DELIRIUM TREM,BT.33 CL",58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
213,12061,"CERVEZA SPATEN BOCK,BT.33 CL",58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
214,13717,CERVEZA STELLA ARTOIS BT.33 CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
215,14799,CERVEZA CANNABIAN CLUB BT.33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
216,6900,"CERVEZA GENIUS,L/33 CL",58,CERVEZAS,8,CIDER
217,18308,"CERVEZA GENIUS S/ALCOH,L/33 CL",58,CERVEZAS,8,CIDER
218,70579,CERVEZA SAN MIGUEL LATA12X33CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
219,77225,CERVEZA CARLSBERG BT.33CL,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
220,61908,CERVEZA MAHOU MIXTA PET 50CL,58,CERVEZAS,3,CERVEZAS SABORES
221,5311,CERVEZA MAHOU MIXTA LATA 12X33CL,58,CERVEZAS,7,CERVEZAS SOFISTICADAS LATA
222,63624,CERVEZA KELER ASCENSO REAL33CL,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
223,74169,CERVEZA ALHAMBRA ESP LATA 10+2,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
224,63092,CERVEZA MAHOU NEGR EST.6U+VASO,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
225,87799,CERVEZA DAMM DAURA CELIACOS 6U,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
226,75238,CERVEZA ALHAMBRA SIN BT.1L,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
227,70312,CERVEZA HEINEKEN LATA 4X25CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
228,33016,CERVEZA CRUZCAMPO LIGHT BT.33CL,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
229,30457,CERVEZA PAULANER SIN BT.50CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
230,63834,CERVEZA HEINEKEN BT ALUMIN 33CL,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
231,84807,CERVEZA ATHLETIC BILBAO 00 1/3,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
232,9118,CERVEZA CARLING L/50CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
233,12808,CERVEZA WARSTEINER BT.33CL,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
234,16117,CERVEZA WEISS DAMM EST2BT+VASO,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
235,81939,CERVEZA SAAZ DAMM BT.33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
236,71258,CERVEZA E.DAMM INEDIT 2BT+2COP,58,CERVEZAS,8,CIDER
237,87797,CERVEZA CARLSBERG 6BOT+COPA,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
238,30279,CERVEZA GRIMBERGEN 4BOT+COPA,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
239,2324,CERVEZA SHANDY NARANJA L/33CL,58,CERVEZAS,3,CERVEZAS SABORES
240,40073,CERVEZA MAHOU CLASIC LATA28X33CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
241,74146,CERVEZA MAHOU 5 ESTR LATA28X33CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
242,42057,CERVEZA HOLLANDIA L/33CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
243,84907,CERVEZA HOLLANDIA SIN L/33CL,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
244,4684,CERVEZA RADEBERGER BT.33CL,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
245,4383,CERVEZA BAVARIA 86 GOLD L/50CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
246,61446,CERVEZA BAVARIA S/ALC TRIGO L/33CL,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
247,79236,VALE CERVEZA,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
248,61259,CERVEZA ALHAMBRA SINGULAR L/33CL,58,CERVEZAS,7,CERVEZAS SOFISTICADAS LATA
249,42153,CERVEZA MAHOU MAESTRA L/33CL,58,CERVEZAS,7,CERVEZAS SOFISTICADAS LATA
250,8330,CERVEZA SCHÖFFERHOFER POMELO33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
251,5113,CERVEZA MAHOU MAESTRA BT.33CL,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
252,10005,CERVEZA HEINEKEN 12X1/4L,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
253,84619,CERVEZA AMSTEL RADLER L/12X33CL,58,CERVEZAS,3,CERVEZAS SABORES
254,70233,CERVEZA SAN MIGUEL00 ME-UVA L/33CL,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
255,85586,CERVEZA CORONITA BT.6X21CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
256,3347,CERVEZA CRUZCAMPO CRUZIAL L/33,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
257,81599,CERVEZA MAHOU 5 EST 18LX33CL,58,CERVEZAS,2,CERVEZAS ESTANDAR LATA
258,98705,CERVEZA MAHOU MIXTA REV L33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
259,40924,CERVEZA AMSTEL ORO 4X33CL+COPA,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
260,63835,CERVEZA COLEGIATA RADLER B33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
261,5411,CERVEZA JUDAS BT.4X33CL+COPA,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
262,77071,CERVEZA SAN MIGUEL 00 ISOT L33CL,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
263,9458,CERVEZA DESPERADOS L/33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
264,45564,CERVEZA MAHOU BARRICA BT33CL,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
265,87631,CERVEZA ALHAMBRA ROJA 4X33CL,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
266,77228,"CERVEZA DIRTY BASTARD BT35,5CL",58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
267,77222,"CERVEZA CENTENNIAL IPA B35,5CL",58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
268,18322,"CERVEZA FOUNDERS PORTER 35,5CL",58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
269,30001,CERVEZA NOMADA HANAMI BT33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
270,87889,CERVEZA NOMADA PETRICOR BT33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
271,88251,"CERVEZA CASIMIRO EXTRA B37,5CL",58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
272,2328,"CERVEZA CASIMIRO LAGER B37,5CL",58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
273,89606,"CERVEZA CASIMIRO ALE BT37,5CL",58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
274,79106,"CERVEZA CASIMIRO TRIGO B37,5CL",58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
275,64294,"CERVEZA FOUND.ALL DAY IPA 35,5CL",58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
276,45099,CERVEZA GUINNESS NEGRA L5X44CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
277,12658,CERVEZA VOLL-DAMM BT.1/4L,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
278,2940,CERVEZA ESTRELLA DAMM BT.1/4L,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
279,70580,CERVEZA AMBAR AMBICIOSAS B50CL,58,CERVEZAS,6,CERVEZAS SOFISTICADAS BT
280,84700,VALE CERVEZA S.MIGUEL CLARA,58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
281,11505,"CERVEZA HEINEKEN 0,0 L/33CL",58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
282,84808,"CERVEZA HEINEKEN 0,0 6X1/4L",58,CERVEZAS,4,"CERVEZAS SIN ALCOHOL 0,0"
283,62162,CERVEZA MAHOU 5 ESTRELL 12X1/4,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
284,63833,CERVEZA MAHOU CLASICA 1L,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
285,42522,CERVEZA KELER'18'LUXE 1/4L,58,CERVEZAS,1,CERVEZAS ESTANDAR BT
286,81742,CERVEZA LA SALVE LAGER L/33CL,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
287,7670,CERVEZA LA SALVE AUTENT 6X1/4L,58,CERVEZAS,5,CERVEZAS ESPECIALIDADES
